2022-10-10 21:07:05.8106|DEBUG|Program|init main
2022-10-10 21:10:27.1777|DEBUG|Program|init main
2022-10-10 21:11:13.1742|DEBUG|Program|init main
2022-10-10 21:12:34.0557|DEBUG|Program|init main
2022-10-10 21:13:03.9703|DEBUG|Program|init main
2022-10-10 21:14:07.4765|DEBUG|Program|init main
2022-10-10 21:18:15.0057|DEBUG|Program|init main
2022-10-10 21:21:13.3701|DEBUG|Program|init main
